time,open,high,low,close,volume
2024-01-02T09:30:00,154.96481636341733,155.10062847300406,154.7421961233591,154.94596897413257,85119
2024-01-02T09:31:00,155.24388782707607,155.351045133106,155.24061830455074,155.3002372225861,142852
2024-01-02T09:32:00,155.34697957546703,155.36650587861502,155.1687174404039,155.28054802212455,54491
2024-01-02T09:33:00,155.29405054809766,155.31581901744113,155.19331378908728,155.23176880008907,100421
2024-01-02T09:34:00,154.86025813485455,154.89863822742532,154.74614078957788,154.81227860856706,129884
2024-01-02T09:35:00,154.55769939938148,154.66225904448018,154.49354512730318,154.63343713817116,103182
2024-01-02T09:36:00,154.6222785068332,154.64751591933165,154.55769425100556,154.5808224532799,143331
2024-01-02T09:37:00,154.46389467242633,154.4681525345308,154.41371812726936,154.44365191804454,81458
2024-01-02T09:38:00,154.63972987436347,154.7278533073316,154.57251844285383,154.7199934367201,53333
2024-01-02T09:39:00,154.6857910124523,154.7548130344902,154.6382782057175,154.68700588164086,127393
2024-01-02T09:40:00,154.96292145595618,155.01613439334432,154.87550136188705,154.9446947315045,56800
2024-01-02T09:41:00,154.98483942200576,155.27626388684732,154.94017048297454,154.9570356583146,126475
2024-01-02T09:42:00,154.97334429394635,155.15104295787896,154.86010688582687,154.96448122559892,123341
2024-01-02T09:43:00,154.96128350689878,154.99368475931777,154.907384249031,154.9467219360564,134427
2024-01-02T09:44:00,155.02116175599335,155.09718076485524,154.80778498060556,154.94748118638068,97892
2024-01-02T09:45:00,155.3525418824862,155.41028214023814,155.22567838087355,155.29124018699068,139550
2024-01-02T09:46:00,154.6839652939513,154.83197378897322,154.57550423170767,154.82731804164044,66983
2024-01-02T09:47:00,154.4111369650108,154.50319437015693,154.2698856580147,154.4270088927527,93434
2024-01-02T09:48:00,154.31014217516426,154.43592538419233,154.20773229118015,154.31837472654146,62183
2024-01-02T09:49:00,154.23367537429263,154.3405224147058,154.2046868267008,154.32128030292898,126687
2024-01-02T09:50:00,154.46401034079338,154.5772155696348,154.44357790353817,154.45930118788178,121427
2024-01-02T09:51:00,154.61635651610783,154.8507863054867,154.53301540188454,154.5539186274873,130639
2024-01-02T09:52:00,154.42274105193164,154.63611467470278,154.35488865679164,154.47706944491117,126434
2024-01-02T09:53:00,154.697698230494,154.73520444568325,154.6438003666133,154.6808781835595,80845
2024-01-02T09:54:00,154.84112609032525,154.99470159976457,154.81756910326126,154.88691726419006,56806
2024-01-02T09:55:00,154.8901332292604,155.04571640492856,154.80293979260847,154.9237288304444,142924
2024-01-02T09:56:00,155.19013002665025,155.2732070148108,155.0600796905892,155.11626034494174,99281
2024-01-02T09:57:00,155.14366150662258,155.18538322704265,155.0820422326235,155.17078939762817,59434
2024-01-02T09:58:00,155.08160341672215,155.0833072056559,154.93905624419915,155.0584927922716,142706
2024-01-02T09:59:00,155.10449525426853,155.22636301887258,154.99804797965592,155.1980561600716,149426
2024-01-02T10:00:00,155.31329466265706,155.42174617875006,155.03733925344318,155.22017878458732,94549
2024-01-02T10:01:00,155.25057937625357,155.42710140778385,155.1474638750367,155.22044675393823,127009
2024-01-02T10:02:00,155.50591247624362,155.61241937554786,155.32502102203534,155.51503746837614,53629
2024-01-02T10:03:00,155.05364036816812,155.05446855916392,154.8823301483211,155.02486304266813,59327
2024-01-02T10:04:00,154.67083523718884,154.76170439474868,154.5082267883262,154.74132620863622,77656
2024-01-02T10:05:00,154.56303866044897,154.71015018388746,154.43142665620573,154.50391212336135,115622
2024-01-02T10:06:00,154.41506075507277,154.48156486068527,154.27285012008042,154.4312599938476,63342
2024-01-02T10:07:00,154.37013488414195,154.6217491449975,154.32445388606808,154.38033835989438,53417
2024-01-02T10:08:00,154.0542904495915,154.14371263146361,154.04414570652648,154.07887323033975,116877
2024-01-02T10:09:00,153.85280905374032,154.0310522074249,153.65201974865985,153.8818416238776,127018
2024-01-02T10:10:00,153.74440681875433,153.7497526100161,153.68299967137523,153.7096732881729,123921
2024-01-02T10:11:00,154.21395344909325,154.22587033282605,154.09480213364458,154.20115810658805,129922
2024-01-02T10:12:00,154.59409390320764,154.71104771793702,154.54154299434634,154.5615064961375,130285
2024-01-02T10:13:00,154.47871687812628,154.49702212950194,154.32259658590738,154.47915661260055,110241
2024-01-02T10:14:00,154.43209994509306,154.50151380120764,154.35215413209144,154.4064399545392,101941
2024-01-02T10:15:00,154.1556567179053,154.22725942469867,154.0532054503626,154.17659915510154,135686
2024-01-02T10:16:00,153.90645966452698,154.03374794140245,153.71665508628496,153.7949730724565,84802
2024-01-02T10:17:00,153.69320051435326,153.82522673209286,153.57950825621222,153.77159703517478,59788
2024-01-02T10:18:00,153.63507350470414,153.67363650285645,153.356424334271,153.57202663852598,125196
2024-01-02T10:19:00,153.62345190472962,153.64709654672606,153.52841517878605,153.55505653219356,77592
2024-01-02T10:20:00,153.1924074220866,153.3917330714434,153.13424802865845,153.23501536238487,147885
2024-01-02T10:21:00,153.19408415125062,153.23293157133577,152.927518529488,153.08262047072282,91417
2024-01-02T10:22:00,153.16212040393066,153.3381019747002,153.06704401415217,153.1123458897834,135179
2024-01-02T10:23:00,153.23414475968133,153.30932440626486,153.1405907711537,153.18558780934018,54245
2024-01-02T10:24:00,153.2704833104399,153.283345469689,153.16150860522407,153.2690822010886,115923
2024-01-02T10:25:00,152.99412309634624,153.2436795842146,152.9386658557822,153.0049844042572,94821
2024-01-02T10:26:00,153.16545110893233,153.28593510565673,153.05832065503938,153.1759215502843,96260
2024-01-02T10:27:00,153.0354057407799,153.04567194988397,152.9555855165884,153.01587921096393,76521
2024-01-02T10:28:00,153.2125101076371,153.3923388777294,153.12944818773553,153.1424507938854,147119
2024-01-02T10:29:00,153.14938876945482,153.26852773348395,153.07841255671525,153.14032305856173,89273
2024-01-02T10:30:00,152.81947337758928,152.93466676390415,152.70338218195062,152.86504555874615,135047
2024-01-02T10:31:00,152.84302737094916,152.8654241137865,152.7985690077572,152.8018060178299,92510
2024-01-02T10:32:00,152.9209363035624,152.92113623920392,152.860146533194,152.87487876624266,54827
2024-01-02T10:33:00,153.03020481875996,153.05840040549938,152.9504881914877,152.99747184233757,137941
2024-01-02T10:34:00,153.00654920817496,153.07641725177345,152.92572842925296,152.9692742628487,68510
2024-01-02T10:35:00,153.26208363446102,153.284562081239,153.18404028899658,153.2756300409689,77034
2024-01-02T10:36:00,153.4306827368097,153.6369374326939,153.37970066603208,153.47713219516623,136110
2024-01-02T10:37:00,153.38239170035425,153.43931371707308,153.32720582320113,153.42580137188628,139374
2024-01-02T10:38:00,153.49405257189076,153.62082780165585,153.20233658382105,153.57582573431367,141675
2024-01-02T10:39:00,153.9744318619286,153.997173803193,153.8435538610003,153.9625844313513,92597
2024-01-02T10:40:00,154.35050891234658,154.51618644056637,154.04574565581132,154.3546813515079,125697
2024-01-02T10:41:00,154.08708199011693,154.20793456162855,154.0254770875613,154.1090813753434,82780
2024-01-02T10:42:00,153.77599381189472,153.96022725691125,153.67345900846894,153.92377475311199,124039
2024-01-02T10:43:00,154.15839263697404,154.29336002022885,154.1266639644488,154.22075851045875,100251
2024-01-02T10:44:00,154.0651443328614,154.0932043775452,153.86248370204427,154.00910230029123,55195
2024-01-02T10:45:00,153.71136277362973,153.89466101391108,153.60198906745805,153.7445940736329,91774
2024-01-02T10:46:00,153.66538483137592,153.7679258441537,153.54466467286102,153.64735524749307,96772
2024-01-02T10:47:00,153.66186631788923,153.78518172402372,153.46971586483437,153.731400589388,75737
2024-01-02T10:48:00,153.78285652218372,153.90569860341174,153.59802213796956,153.71092124806577,87446
2024-01-02T10:49:00,153.57360714098192,153.64475886307338,153.5680969310777,153.58080852398464,100267
2024-01-02T10:50:00,153.46046805146392,153.5244894173968,153.32672649859552,153.44596603163976,54970
2024-01-02T10:51:00,153.4197876083513,153.47361922863746,153.24518711152695,153.3034986187572,65180
2024-01-02T10:52:00,153.2034186980549,153.22821345414008,153.02587425891525,153.12759669302542,126678
2024-01-02T10:53:00,153.5685949874163,153.598062818695,153.48197246733045,153.58392326848065,85192
2024-01-02T10:54:00,153.61376447347425,153.73073114272702,153.54052169249798,153.64342548271776,110838
2024-01-02T10:55:00,153.80450004302273,153.87425842742056,153.63258392963513,153.8207772935987,106579
2024-01-02T10:56:00,153.74845671239873,153.905709537399,153.682602588123,153.7229617999749,105121
2024-01-02T10:57:00,153.68050925782518,153.82396536767408,153.59419069159074,153.6857704645377,91340
2024-01-02T10:58:00,153.52329746101344,153.5962474176579,153.3939464641675,153.54305966826362,98331
2024-01-02T10:59:00,153.08607706381522,153.21098306088302,152.87770808946715,153.01271800127978,132391
2024-01-02T11:00:00,152.73140565132132,152.77813734747818,152.57098274085283,152.73711614591022,146504
2024-01-02T11:01:00,152.489971864566,152.5365486810518,152.37166293596246,152.37499240991414,75672
2024-01-02T11:02:00,151.92957278251143,152.16703343751408,151.8088422136858,151.9250356543238,116947
2024-01-02T11:03:00,151.77522977917542,151.94900123868914,151.61823644106326,151.68596385946418,146977
2024-01-02T11:04:00,151.96882096647604,151.98918428434703,151.87079311126365,151.9509549953405,50758
2024-01-02T11:05:00,151.99021579046212,152.1030110928127,151.8146059215981,151.94206776179965,128472
2024-01-02T11:06:00,152.163949961688,152.24952064830214,152.15446727571495,152.20018051426388,99682
2024-01-02T11:07:00,152.2396890685147,152.29651897697812,152.11689751344554,152.28237702964407,146759
2024-01-02T11:08:00,152.46187409253784,152.69441123002528,152.22085217391327,152.4388887947871,107826
2024-01-02T11:09:00,152.30813705784945,152.33181966952824,152.22074174864136,152.25870939572619,133813
2024-01-02T11:10:00,152.36551241166472,152.55580315789214,152.18321396692292,152.3634995865647,66601
2024-01-02T11:11:00,152.44492276662538,152.55458626321644,152.36970667981862,152.50924243337957,64210
2024-01-02T11:12:00,152.32590005661837,152.4198937606134,152.23498976775804,152.39391297493285,142657
2024-01-02T11:13:00,152.43446422894675,152.6083132183686,152.34734262174416,152.50582104905607,102646
2024-01-02T11:14:00,152.53067749512408,152.63545395077375,152.33058118496507,152.61905860077104,105834
2024-01-02T11:15:00,152.51462234451736,152.5727183633705,152.50350691982806,152.50914807654502,66997
2024-01-02T11:16:00,152.34084658617624,152.56842022654843,152.2600572891913,152.28459439009083,72673
2024-01-02T11:17:00,152.04709793436493,152.11186779565065,151.8694581047307,152.04776872371116,131822
2024-01-02T11:18:00,151.95204909422858,152.07638667306836,151.8866527808649,152.06506983209547,80332
2024-01-02T11:19:00,152.1209337828366,152.23174019099213,152.09940351984244,152.13047180585332,108416
2024-01-02T11:20:00,151.9638266899301,151.9846263107895,151.8613737986388,151.97196663976175,81653
2024-01-02T11:21:00,152.08208364553823,152.14045168121885,151.88647742367516,151.97728370802696,76344
2024-01-02T11:22:00,152.01853421960868,152.1442337283662,151.89826456101858,152.09139111525465,66602
2024-01-02T11:23:00,152.19549537805776,152.2756583737986,152.16685876447124,152.2150292581877,142959
2024-01-02T11:24:00,152.61069791623945,152.74453615737184,152.46680011821465,152.5254052822122,144006
2024-01-02T11:25:00,152.80330036571917,152.90803189432654,152.76436938271362,152.78080144865183,61518
2024-01-02T11:26:00,152.60870881577634,152.74847743208818,152.516494154915,152.58054316210053,85325
2024-01-02T11:27:00,152.92298962585932,152.98925976669483,152.89017104130102,152.91726040400812,106386
2024-01-02T11:28:00,152.82756228002984,153.0198568994365,152.78745209391917,152.81106510309698,88328
2024-01-02T11:29:00,153.05892014210178,153.17165561826602,152.94660088984872,153.02003966558786,122104
2024-01-02T11:30:00,152.99316267485344,153.04339739004763,152.94465328800374,153.03363699079807,76023
2024-01-02T11:31:00,152.9951100440521,153.0891630656022,152.92736827762295,152.95120711510668,55884
2024-01-02T11:32:00,152.52101759230743,152.64259497382167,152.5121561977821,152.5896677431517,83693
2024-01-02T11:33:00,152.57177323975,152.57910077120857,152.51230900776224,152.55535484110843,109785
2024-01-02T11:34:00,152.2524152422116,152.25616756544557,152.1638237909953,152.2434781940473,68063
2024-01-02T11:35:00,152.40612338680626,152.44602513417846,152.38253996242483,152.43693804121585,131590
2024-01-02T11:36:00,152.73916230887744,152.74337982405214,152.70849258009486,152.74029657264373,51224
2024-01-02T11:37:00,152.5497873671511,152.6023518857549,152.5393183641623,152.58091437478438,56752
2024-01-02T11:38:00,152.58772345694516,152.78550639685224,152.41806478864808,152.64130852328825,100883
2024-01-02T11:39:00,152.47854948180594,152.54788129310273,152.34451386100383,152.49623021888664,101224
2024-01-02T11:40:00,152.3153338410907,152.46199567825798,152.23834815178517,152.3705332728593,79488
2024-01-02T11:41:00,152.541572086837,152.6784055165921,152.33611509750853,152.52543221363234,75855
2024-01-02T11:42:00,152.46022028655605,152.5366801124176,152.4384929707332,152.51772456126366,56981
2024-01-02T11:43:00,152.90125302079943,152.98322841367653,152.70814588688899,152.86565416964987,116292
2024-01-02T11:44:00,152.71013372051283,152.78034271684908,152.6612668680661,152.76920767390928,87902
2024-01-02T11:45:00,152.94076019462514,153.00793825851088,152.92369768677116,152.9690749404042,61867
2024-01-02T11:46:00,152.957327452585,153.13629698949322,152.90128250570467,152.98855762299576,89983
2024-01-02T11:47:00,153.21397056138835,153.26462887680736,153.14460850489573,153.1477132249446,143705
2024-01-02T11:48:00,153.07479619075943,153.20597650733714,153.03307541193826,153.0582816934786,76123
2024-01-02T11:49:00,153.03778323584106,153.11549272712963,152.95918557504794,153.04836992596827,139472
2024-01-02T11:50:00,153.050206122162,153.1276713077882,152.996282588561,153.0252701501085,75874
2024-01-02T11:51:00,152.75269910977286,152.91575836427708,152.73286099371023,152.85805872713934,68597
2024-01-02T11:52:00,152.98831835457364,153.0218569360664,152.9115966477206,152.9904750340557,76064
2024-01-02T11:53:00,153.2204005440616,153.2695752860346,153.0398966531029,153.12052483517135,82326
2024-01-02T11:54:00,153.2458530994726,153.3351386811049,153.1032114303933,153.2392357741525,62060
2024-01-02T11:55:00,153.55002456339446,153.6274755695458,153.5075564023271,153.546628904936,108763
2024-01-02T11:56:00,153.8639042841654,153.9257989394245,153.78196553898658,153.83649786518328,83344
2024-01-02T11:57:00,153.80628918937916,153.87192627873398,153.7383428827898,153.76150892721344,121806
