time,bid,ask,last,bidsize,asksize
2024-01-02T09:30:00,155.06416032549987,155.1641603254999,155.11416032549988,789,1208
2024-01-02T09:35:00,154.5629821655713,154.66298216557132,154.6129821655713,1087,716
2024-01-02T09:40:00,154.902082947571,155.002082947571,154.952082947571,765,655
2024-01-02T09:45:00,154.58704443017086,154.6870444301709,154.63704443017087,1466,1360
2024-01-02T09:50:00,154.56161694160596,154.66161694160598,154.61161694160597,799,1250
2024-01-02T09:55:00,155.04346550507148,155.1434655050715,155.0934655050715,1021,1148
2024-01-02T10:00:00,155.0943704516412,155.19437045164122,155.1443704516412,622,988
2024-01-02T10:05:00,154.2052450662641,154.30524506626412,154.2552450662641,1409,920
2024-01-02T10:10:00,154.22158689160761,154.32158689160764,154.27158689160763,1411,520
2024-01-02T10:15:00,153.72405048669046,153.82405048669048,153.77405048669047,1293,688
2024-01-02T10:20:00,153.12693034666395,153.22693034666398,153.17693034666397,851,1396
2024-01-02T10:25:00,153.04591180359049,153.1459118035905,153.0959118035905,558,839
2024-01-02T10:30:00,152.851695289601,152.95169528960102,152.901695289601,1210,1204
2024-01-02T10:35:00,153.49339475473727,153.5933947547373,153.54339475473728,929,1203
2024-01-02T10:40:00,154.07347965814265,154.17347965814267,154.12347965814266,1490,809
2024-01-02T10:45:00,153.63301593651286,153.73301593651288,153.68301593651287,1198,704
2024-01-02T10:50:00,153.37088201892414,153.47088201892416,153.42088201892415,1038,1191
2024-01-02T10:55:00,153.5070574455309,153.60705744553093,153.55705744553092,1486,593
2024-01-02T11:00:00,152.08481261299056,152.18481261299058,152.13481261299057,1300,994
2024-01-02T11:05:00,152.1744446992442,152.2744446992442,152.2244446992442,958,1388
2024-01-02T11:10:00,152.42830692894083,152.52830692894085,152.47830692894084,518,1211
2024-01-02T11:15:00,152.15741056565915,152.25741056565917,152.20741056565916,592,1264
2024-01-02T11:20:00,152.10621520068867,152.2062152006887,152.15621520068868,943,583
2024-01-02T11:25:00,152.77194195668903,152.87194195668906,152.82194195668905,1062,699
2024-01-02T11:30:00,152.62466897684243,152.72466897684245,152.67466897684244,530,775
2024-01-02T11:35:00,152.52913754616378,152.6291375461638,152.5791375461638,626,792
2024-01-02T11:40:00,152.55971037826288,152.6597103782629,152.6097103782629,1204,694
2024-01-02T11:45:00,152.9923994815583,153.09239948155832,153.0423994815583,1251,1472
2024-01-02T11:50:00,152.99671290412547,153.0967129041255,153.04671290412549,529,664
2024-01-02T11:55:00,153.68843086825632,153.78843086825634,153.73843086825633,1007,1208
2024-01-02T12:00:00,153.7848935284121,153.88489352841214,153.83489352841212,580,1086
2024-01-02T12:05:00,153.61508706048514,153.71508706048516,153.66508706048515,1223,1110
2024-01-02T12:10:00,153.5006364026723,153.60063640267234,153.55063640267232,1334,714
2024-01-02T12:15:00,153.57432865697535,153.67432865697538,153.62432865697536,1369,807
2024-01-02T12:20:00,153.0173356769662,153.11733567696623,153.06733567696622,1098,1106
2024-01-02T12:25:00,152.4092143406997,152.5092143406997,152.4592143406997,1128,799
2024-01-02T12:30:00,151.68150515486388,151.7815051548639,151.7315051548639,1426,1194
2024-01-02T12:35:00,151.21796966164214,151.31796966164217,151.26796966164216,1112,539
2024-01-02T12:40:00,151.6438033926036,151.7438033926036,151.6938033926036,946,572
2024-01-02T12:45:00,151.31765665933784,151.41765665933787,151.36765665933785,1254,1228
2024-01-02T12:50:00,151.21197512359015,151.31197512359017,151.26197512359016,1090,1116
2024-01-02T12:55:00,150.79615959565956,150.89615959565958,150.84615959565957,1342,543
2024-01-02T13:00:00,151.6557407758688,151.75574077586882,151.7057407758688,1024,1399
2024-01-02T13:05:00,151.89631134420006,151.99631134420008,151.94631134420007,1369,504
2024-01-02T13:10:00,152.21545132435048,152.3154513243505,152.2654513243505,544,1455
2024-01-02T13:15:00,152.25148051135517,152.3514805113552,152.30148051135518,536,1229
2024-01-02T13:20:00,152.44821213567354,152.54821213567357,152.49821213567355,599,1488
2024-01-02T13:25:00,152.21955637846133,152.31955637846136,152.26955637846135,1056,1448
